Artist,Album,Tags,Fans,URL,Art,
Sacred Tapestry,Shader,vaporwave,80,https://vektroid.bandcamp.com/album/shader-complete,/img/a0173549684_3.jpg,
Saint Pepsi,Hit Vibes,future-funk,80,https://keatscollective.bandcamp.com/album/hit-vibes,/img/a3523847771_3.jpg,
Saint Pepsi,New Generation,hypnagogic,80,https://saintpepsi.bandcamp.com/album/new-generation,/img/a2460113939_3.jpg,
Saint Pepsi,WORLD TOUR,hypnagogic,80,https://saintpepsi.bandcamp.com/album/world-tour,/img/a4146900305_3.jpg,
Sandtimer,Leave With Us,hardvapor,17,https://nirvanaport.bandcamp.com/album/leave-with-us,/img/a0149631357_3.jpg,
SEPHORA脳バイブス,HOTEL GALANTHUS,vaporwave,11,https://sephorabrainvibes.bandcamp.com/album/hotel-galanthus,/img/a1772327502_3.jpg,
SEPHORA脳バイブス,ギリシア彫刻の水中MUSEUM,vaporwave,6,https://ailanthusrecordings.bandcamp.com/album/museum,/img/a1065644354_3.jpg,
Shima33,Amiga-Tech [新コンセプト #1],vaporwave,15,https://shima33.bandcamp.com/album/amiga-tech-1,/img/a3297307409_3.jpg,
Silver Richards,Volume 128,hypnagogic,43,https://silverrichards.bandcamp.com/album/volume-128,/img/a3504818434_3.jpg,
Skylar Spence,Prom King,future-funk,13,https://skylarspence.bandcamp.com/album/prom-king,,
Squarecom広場SOFTWARE,バーチャルSHOPPING CENTRE,mallsoft,11,https://squarecom.bandcamp.com/album/shopping-centre,/img/a1652295612_3.jpg,
Starloma,Starloma,vaportrap,1,https://starloma.bandcamp.com/album/starloma,/img/a0085327291_3.jpg,
Stereo Component,Coastal Nostalgia,hypnagogic,11,https://ailanthusrecordings.bandcamp.com/album/coastal-nostalgia,/img/a1073564922_3.jpg,
STΛQQ ƟVERFLƟ,SΛCRED GRƟVE ƟNLINE,vaportrap,17,https://ailanthusrecordings.bandcamp.com/album/s-cred-gr-ve-nline,/img/a3096228157_3.jpg,
Subaeris,New Tokyo Blue Mood,vaportrap,80,https://dreamcatalogue.bandcamp.com/album/new-tokyo-blue-mood,/img/a3328384680_3.jpg,
Subaeris,New Tokyo Blue Mood 2,vaportrap,70,https://subaeris.bandcamp.com/album/new-tokyo-blue-mood-2,/img/a0151071815_3.jpg,
Subhumanizer,Subhumanizer Strikes Back,hardvapor,66,https://antifur.bandcamp.com/album/subhumanizer-strikes-back,/img/a3831302479_3.jpg,
Supersex420 x Tendencies,Split EP,future-funk,69,https://tendencies.bandcamp.com/album/split-ep,/img/a1195058523_3.jpg,
SYLLABUS,/,vaporwave,32,https://illuminatedpaths.bandcamp.com/album/--3,/img/a3017287301_3.jpg,
SYLLABUS,July,hypnagogic,80,http://music.businesscasual.biz/album/july,/img/a3452926768_3.jpg,
t e l e p a t h テレパシー能力者,アンタラ通信,ambient,80,https://dreamcatalogue.bandcamp.com/album/--19,/img/a2437765163_3.jpg,
t e l e p a t h テレパシー能力者,一緒に別の夜,hypnagogic,80,https://dreamcatalogue.bandcamp.com/album/--25,/img/a2447787189_3.jpg,
t e l e p a t h テレパシー能力者,断線,ambient,80,https://telepathtelepath.bandcamp.com/album/--33,/img/a4053694378_3.jpg,
t e l e p a t h テレパシー能力者,星間性交,ambient,80,https://telepathtelepath.bandcamp.com/album/--40,/img/a1318949488_3.jpg,
t e l e p a t h テレパシー能力者,未来へ,hypnagogic,80,https://telepathtelepath.bandcamp.com/album/--5,/img/a2644196199_3.jpg,
t e l e p a t h テレパシー能力者,現実を超えて,hypnagogic,80,https://telepathtelepath.bandcamp.com/album/--12,/img/a3616147813_3.jpg,
t e l e p a t h テレパシー能力者 & 猫 シ Corp.,テレパシーの,hypnagogic,0,https://telepathtelepath.bandcamp.com/album/--10,/img/a2369691167_3.jpg,
Tahiti Intranet,10Mbps,vaporwave,34,https://adhesivesounds.bandcamp.com/album/10mbps,/img/a1973667590_3.jpg,
TANE IS LOVE,Gelhash,vaporwave,80,http://music.businesscasual.biz/album/gelhash,/img/a3374327435_3.jpg,
TASPO,SIMULATION // SIM.BETA,vaportrap,62,https://adhesivesounds.bandcamp.com/album/simulation-sim-beta,/img/a3051307571_3.jpg,
tech noir,齐,ambient hypnagogic,80,https://elemental95.bandcamp.com/album/--2,/img/a4025469776_3.jpg,
Telan Devik,Mods,vaporwave,8,https://telandevik.bandcamp.com/album/mods,/img/a2719296513_3.jpg,
TELOZKOPE,Equanaimo,vaportrap,19,https://spectralblissonance.bandcamp.com/album/equanaimo,/img/a1778561117_3.jpg,
Tendencies,Reach,future-funk,30,https://stratfordct.bandcamp.com/album/tendencies-reach-3,/img/a0934495634_3.jpg,
THE DARKEST FUTURE,???????,experimental,14,https://tkxvault.bandcamp.com/album/--5,/img/a2957841808_3.jpg,
The Editor,L O V E - 永遠に夢,vaporwave,1,https://faxtheeditor.bandcamp.com/album/l-o-v-e,/img/a0690163752_3.jpg,
Tokyo Wanderer,Wanderers Compilation EP,future-funk,6,https://futuresocietycollective.bandcamp.com/album/wanderers-compilation-ep,/img/a2173087558_3.jpg,
Topaz Gang,P.E.A.R.L.,hypnagogic,2,https://topazgang.bandcamp.com/album/p-e-a-r-l,/img/a3924965674_3.jpg,
Topaz Gang,palm_tree.fm,hypnagogic,6,https://topazgang.bandcamp.com/album/palm-tree-fm,/img/a1823870692_3.jpg,
Topographic Maps,Tropical Disturbances,vaporwave,10,https://ailanthusrecordings.bandcamp.com/album/tropical-disturbances,/img/a0668859240_3.jpg,
Trademarks & Copyrights,Marble Girls II,hypnagogic,9,https://ailanthusrecordings.bandcamp.com/album/marble-girls-ii,/img/a0609378959_3.jpg,
Trends // тенденции,Humanoid Sound,hardvapor,44,https://antifur.bandcamp.com/album/humanoid-sound,/img/a0655803449_3.jpg,
TRIAD RESEARCH LABORATORIES,CREATING YOUR WORLD,vaporwave,10,https://dreamcatalogue.bandcamp.com/album/creating-your-world,/img/a1840269795_3.jpg,
ULTRA,CYBERNET UTOPIA,hypnagogic,1,https://fortune500.bandcamp.com/album/cybernet-utopia,/img/a1400291847_3.jpg,
ULTRA ウルトラ,セガ s a t u r n,vaporwave,0,https://ultra1.bandcamp.com/album/s-a-t-u-r-n,/img/a2178107180_3.jpg,
ULTRACOMPUTER,SUPERCARTRIDGE,hypnagogic,8,https://tkxvault.bandcamp.com/album/supercartridge,/img/a4239104120_3.jpg,
Under Two Palms,Under Two Palms,vaporwave,80,https://dmttapes.bandcamp.com/album/under-two-palms-dmt-119,/img/a3399162271_3.jpg,
US Golf 95,US Golf 95,vaporwave,80,https://usgolf95.bandcamp.com/album/us-golf-95,/img/a0522430626_3.jpg,
VANTAGE //,Metro City,future-funk,72,https://vantagenoise.bandcamp.com/album/metro-city,/img/a1227044999_3.jpg,
Vaperror,Mana Pool,vaportrap,80,https://dreamcatalogue.bandcamp.com/album/mana-pool,/img/a3830061638_3.jpg,
VAPERROR,POLYCHROMATIC COMPILER,post-vapor,80,https://dreamcatalogue.bandcamp.com/album/polychromatic-compiler,/img/a1324811117_3.jpg,
VAV-31,eCity Tours,hypnagogic,39,http://negativeplus.bandcamp.com/album/ecity-tours,/img/a3324438257_3.jpg,
VECTOR GRAPHICS,DESTINE,vaporwave,80,https://vectorgraphics.bandcamp.com/album/destine,/img/a3358936743_3.jpg,
VECTOR GRAPHICS,MIDNIGHT LOVE,hypnagogic,47,https://vectorgraphics.bandcamp.com/album/midnight-love,/img/a2598975671_3.jpg,
VECTOR GRAPHICS,SCREEN SERVICE,hypnagogic,48,https://vectorgraphics.bandcamp.com/album/screen-service,/img/a2286647605_3.jpg,
Vektroid,Color Ocean Road,vaporwave,80,https://vektroid.bandcamp.com/album/color-ocean-road,/img/a1613036633_3.jpg,
VentureX,Together,future-funk,73,https://stratfordct.bandcamp.com/album/venturex-together,/img/a3397542807_3.jpg,
VHS Dreams,North Point Mall,vaporwave,80,https://colosseumrecords.bandcamp.com/album/north-point-mall,/img/a1953908616_3.jpg,
VHS Logos,Mantra,hypnagogic,80,https://vhslogos.bandcamp.com/album/mantra,/img/a0047717971_3.jpg,
VHSテープリワインダー,Together United,hypnagogic,23,https://vhstaperewinder.bandcamp.com/album/together-united,/img/a0915771706_3.jpg,
vice*AIRバイス*空気自然の愛,cyber city dreams サイバーシティーの夢,hypnagogic,80,http://music.businesscasual.biz/album/cyber-city-dreams,/img/a0114504314_3.jpg,
Vincent Remember,（私たちの休暇）,future-funk,9,https://vincentremember.bandcamp.com/album/--2,/img/a2418101522_3.jpg,
Vｉｒｔｕａｌ－ ４２０,２４０ｐ,vaportrap,80,http://music.businesscasual.biz/album/--2,/img/a0561271400_3.jpg,
Visaプリペイド,スムーズOCEANS,hypnagogic,21,https://visaprepaid.bandcamp.com/album/oceans,/img/a3846206368_3.jpg,
w u s o 命,Lonely Streets,hypnagogic,14,http://crystaltone.bandcamp.com/album/lonely-streets,/img/a1122890737_3.jpg,
wakesleep,Three Thousand Flora,experimental,42,https://afternoonsmodeling.bandcamp.com/album/three-thousand-flora,/img/a1708093616_3.jpg,
WALKMAN 91,UNCANNY VALLEY,hypnagogic,6,https://walkman91.bandcamp.com/album/--2,/img/a1129367117_3.jpg,
waterfront dining,Sprung 夢中,vaporwave,80,https://waterfrontdining.bandcamp.com/album/sprung,/img/a3272215548_3.jpg,
waterfront dining & 猫 シ Corp.,...With Love 愛を込めて,vaporwave,65,https://dmtrec.bandcamp.com/album/with-love,/img/a0125021048_3.jpg,
Ｗｅｓｔｅｒｎ Ｄｉｇｉｔａｌand Digital Sex,On The Horizon,hypnagogic,51,https://adhesivesounds.bandcamp.com/album/on-the-horizon-2,/img/a0798040973_3.jpg,
Windows 98の,The Dream Can't Last Forever Trilogy,vaportrap,80,https://bedlamtapes.bandcamp.com/album/the-dream-cant-last-forever-trilogy,/img/a0495422320_3.jpg,
Windows 98の,これは魂のために,ambient,66,https://windows98wave.bandcamp.com/album/--3,/img/a0854160926_3.jpg,
Windows彡96,Vibes,future-funk,80,http://music.businesscasual.biz/album/vibes,/img/a1508083437_3.jpg,
Winter Sleep,Return To Dream City,hypnagogic,6,http://winter-sleep.bandcamp.com/album/return-to-dream-city,/img/a0343315117_3.jpg,
wosX,Brasil World Cup 2034,hardvapor,80,https://dreamcatalogue.bandcamp.com/album/brasil-world-cup-2034,/img/a1031271826_3.jpg,
WTF.FM,AUDIO_TS,vaporwave,3,https://wtffm.bandcamp.com/album/audio-ts,/img/a3722748520_3.jpg,
WTF.FM,V I S I O N,vaporwave,17,https://wtffm.bandcamp.com/album/v-i-s-i-o-n,/img/a0599877504_3.jpg,
WΔll Flowers,Subliminal Romance,hypnagogic,6,https://wall-flowers.bandcamp.com/album/subliminal-romance,/img/a3976620355_3.jpg,
ᴡ ᴇ в s ɪ ᴛ ᴇ ツ,child of WebTV,hypnagogic,1,https://swampcircle.bandcamp.com/album/child-of-webtv-sw-040,/img/a3980661575_3.jpg,
Y2K,Y2K2,hypnagogic,79,http://poolhouseltdmusic.com/album/y2k2,/img/a3377486967_3.jpg,
YoSai,エコー・ザ・ドルフィンは、鈍化しました,hypnagogic,1,http://yosai.bandcamp.com/album/-,/img/a3457355912_3.jpg,
Young Muslim,This Could Be Us But U Playin,hypnagogic,0,https://fortune500.bandcamp.com/album/this-could-be-us-but-u-playin,/img/a3524204444_3.jpg,
Yumi Rose,Shine Brighter,future-funk,14,https://futuresocietycollective.bandcamp.com/album/shine-brighter,/img/a1976393818_3.jpg,
YUNG BAE,Bae,future-funk,80,https://yungbaebae.bandcamp.com/album/bae,/img/a3452860442_3.jpg,
YUNG BAE,BAE 2,future-funk,80,https://yungbaebae.bandcamp.com/album/bae-2,/img/a3269410691_3.jpg,
Л е н ь,Д Е Р Е В Е Н С К И Й F А Н К,vaporwave,80,http://music.businesscasual.biz/album/f,/img/a2317696475_3.jpg,
식료품groceries,HOUSEWARES,vaporwave,8,https://groceries-store.bandcamp.com/album/housewares,/img/a4263389132_3.jpg,
식료품groceries,슈퍼마켓Yes! We’re Open,vaporwave,37,https://groceries-store.bandcamp.com/album/yes-we-re-open,/img/a0909867421_3.jpg,
회사AUTO,-Q-,hypnagogic,21,https://auto-7.bandcamp.com/album/q,/img/a1534232788_3.jpg,
회사AUTO,Greatest Hits,vaporwave,74,https://plasticresponserecords.bandcamp.com/album/greatest-hits,/img/a3620576056_3.jpg,
회사AUTO,The Lovers Pure,hypnagogic,43,https://auto-7.bandcamp.com/album/the-lovers-pure,/img/a2527551362_3.jpg,
회사AUTO,仙Android,hypnagogic,80,https://dreamcatalogue.bandcamp.com/album/android,/img/a2064477691_3.jpg,
コンシャスTHOUGHTS,Can't Get Enough,future-funk,80,http://beerwizard.net/album/cant-get-enough,/img/a2818596132_3.jpg,
コンシャスTHOUGHTS,Ｌｏｎｅｌｙ Ｎｉｇｈｔｓ,future-funk,80,https://dmttapes.bandcamp.com/album/dmt-110,/img/a0276183705_3.jpg,
コンシャスTHOUGHTS,愛,future-funk,59,https://futuresocietycollective.bandcamp.com/album/-,/img/a3314418962_3.jpg,
"コンシャスTHOUGHTS, ID Cℎίℯƒ & Aloe Island Posse",Internet Discotheque,future-funk,80,http://music.businesscasual.biz/album/internet-discotheque,/img/a1620269597_3.jpg,
サイバー '98,DIGITΛL FORΞST,vaportrap,34,https://dreamcatalogue.bandcamp.com/album/digit-l-for-st,/img/a4153001598_3.jpg,
サイバー '98,Organic ~ Android,vaportrap,3,https://crystaltone.bandcamp.com/album/organic-android,/img/a1554111439_3.jpg,
サイバー ‘98,Computer Dreams,vaportrap,34,https://dreamcatalogue.bandcamp.com/album/computer-dreams,/img/a3673931637_3.jpg,
ショッピングワールドjp,MARKET WORLD,vaporwave,0,https://fortune500.bandcamp.com/album/market-world,/img/a2665322325_3.jpg,
シルクP A N G E A,CLIMATE グローバル,hypnagogic,80,http://music.businesscasual.biz/album/climate,/img/a3004664926_3.jpg,
チェスマスター,Night Drive,vaporwave,0,https://chesumasuta.bandcamp.com/album/night-drive,/img/a0303771059_3.jpg,
チェスマスター,天使,vaporwave ambient,68,https://dreamcatalogue.bandcamp.com/album/--20,/img/a2840737271_3.jpg,
チェスマスター,真の愛,vaporwave,36,https://dreamcatalogue.bandcamp.com/album/--4,/img/a0379214571_3.jpg,
チェスマスター,非実体,ambient,80,https://dreamcatalogue.bandcamp.com/album/--23,/img/a0736817748_3.jpg,
デジタルフォーチュン,Ｖｉｓｉｏｎ グローバル,hypnagogic,6,https://digitalfortune.bandcamp.com/album/-,/img/a0356366159_3.jpg,
テレヴァペ,超越愛,hypnagogic,80,https://plus100.bandcamp.com/album/-,/img/a0510854239_3.jpg,
テレビ体験,Y. 2089,vaporwave,27,http://tkxvault.bandcamp.com/album/y-2089,/img/a3011539038_3.jpg,
べたTOPAZ GANG,cyprus skate plaza,post-vapor,32,https://illuminatedpaths.bandcamp.com/album/cyprus-skate-plaza,/img/a3950895873_3.jpg,
ポム,ポム,future-funk,29,https://midnightmoontapes.bandcamp.com/album/--5,/img/a3894882039_3.jpg,
マクロスMACROSS 82-99,A Million Miles Away,future-funk,80,https://macross82-99.bandcamp.com/album/a-million-miles-away,/img/a2908947465_3.jpg,
マクロスMACROSS 82-99,Cham!,future-funk,80,https://macross82-99.bandcamp.com/album/cham,/img/a3338117916_3.jpg,
マクロスMACROSS 82-99,Jutsu EP,future-funk,80,https://macross82-99.bandcamp.com/album/jutsu-ep,/img/a2024976042_3.jpg,
マクロスMACROSS 82-99,Sailorwave,hypnagogic,9,https://fortune500.bandcamp.com/album/sailorwave,/img/a0431781607_3.jpg,
ローマンRoman,P A L M S I I,future-funk,80,https://colosseumrecords.bandcamp.com/album/p-a-l-m-s-i-i,/img/a1240637403_3.jpg,
巨大な喜び Aqua Fina,DISCO TRAX EP (Classic Future Funk Vol 1),future-funk,0,https://aquafina.bandcamp.com/album/disco-trax-ep-classic-future-funk-vol-1,/img/a1371282181_3.jpg,
"幽霊, TOGETHER!",Into Your Eyes,vaporwave,9,https://ghoststogether.bandcamp.com/album/--4,/img/a1058300678_3.jpg,
恐ろしいです Nights,Undersky Lights,hypnagogic,1,https://horriblenights.bandcamp.com/album/undersky-lights,/img/a0999755797_3.jpg,
悲しい ANDROID - APARTMENT¶,"行方不明「Goodbye, T O K Y O' S L I G H T S」お前さん",future-funk,59,https://android-apartment.bandcamp.com/album/goodbye-t-o-k-y-o-s-l-i-g-h-t-s,/img/a1574434920_3.jpg,
情報デスクVIRTUAL,札幌コンテンポラリー,vaporwave,80,https://vektroid.bandcamp.com/album/-,/img/a3681977610_3.jpg,
日本人 (Japanese),日本人,vaporwave,0,https://fortune500.bandcamp.com/album/-,/img/a2269058833_3.jpg,
木の反射,Body [Disc I] + [Disc II],ambient,80,https://noproblematapes.bandcamp.com/album/body-disc-i-disc-ii,/img/a0247226344_3.jpg,
猫 シ Corp.,HIRAETH,hypnagogic,80,https://catsystemcorp.bandcamp.com/album/hiraeth,/img/a3078319365_3.jpg,
猫 シ Corp.,OASYS 博物館,mallsoft,80,https://catsystemcorp.bandcamp.com/album/oasys,/img/a2608868987_3.jpg,
猫 シ Corp.,OASYS✓✓✓☞❐計算 ソフトウェア,vaporwave,80,https://elemental95.bandcamp.com/album/oasys,/img/a3206641381_3.jpg,
猫 シ Corp.,Palm Mall,vaporwave,80,https://catsystemcorp.bandcamp.com/album/palm-mall,/img/a4117042954_3.jpg,
猫 シ Corp. & Donovan Hikaru,Corporate Mixtape,mallsoft,13,https://ailanthusrecordings.bandcamp.com/album/corporate-mixtape,/img/a3051848180_3.jpg,
猫 シ Corp. & Stereo Component,Ocean Beach,hypnagogic,3,https://fortune500.bandcamp.com/album/ocean-beach,/img/a0529979804_3.jpg,
猫 シ Corp. & SYLLABUS,Double Date,vaporwave,77,https://plasticresponserecords.bandcamp.com/album/double-date,/img/a4130085055_3.jpg,
维新噩梦工厂,催眠疗法,vaporwave,23,https://captapes.bandcamp.com/album/-,/img/a3975949178_3.jpg,
蜃気楼MIRAGE,only you,vaporwave,43,https://dmtrec.bandcamp.com/album/only-you,/img/a0027567769_3.jpg,
豊平区民TOYOHIRAKUMIN,MUSIC IN THE AIR,hypnagogic,25,https://dreamcatalogue.bandcamp.com/album/music-in-the-air,/img/a3694091764_3.jpg,
豊平区民TOYOHIRAKUMIN,メモリーレーン,vaporwave,34,https://newmasterpiece.bandcamp.com/album/--8,/img/a1284781591_3.jpg,
音 LIGHT システム,Buy Milk,vaportrap,58,https://saphronsquares.bandcamp.com/album/--2,/img/a3749605024_3.jpg,
骨架的,Reflections,vaporwave,51,https://soundcpu.bandcamp.com/album/reflections,/img/a3508575363_3.jpg,